,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
252061,1141,Brasserie Dieu Du Ciel,1310784247,4.0,4.0,5.0,jera1350,Quadrupel (Quad),4.0,4.0,Rigor Mortis ABT,10.5,15760
941600,287,"Bell's Brewery, Inc.",1285338683,3.0,3.0,3.0,kbutler1,Fruit / Vegetable Beer,3.0,3.5,Bell's Cherry Ale,,20637
843542,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1223250503,5.0,4.0,4.0,Lupe,Hefeweizen,4.5,4.5,Schneider Weisse Original,5.4,3280
374798,22,Unibroue,1264695726,4.0,4.0,4.0,Daniellobo,Belgian Strong Dark Ale,4.0,4.0,Maudite,8.0,33
941652,287,"Bell's Brewery, Inc.",1142741009,4.0,4.0,4.0,brewcrew76,American Stout,3.5,3.5,Bell's Rye Stout,6.7,2009
739570,14952,Williamsburg AleWerks,1251937857,4.5,5.0,4.5,jnn4v,American Porter,4.5,4.5,Bourbon Barrel Porter,9.0,51591
1127514,105,Miller Brewing Co.,1020368140,1.5,1.0,3.0,packetknife,American Adjunct Lager,1.5,1.5,Red Dog,5.0,1207
434580,2089,ReaperAle,1162510365,4.0,3.5,4.5,Phocion,American Strong Ale,3.5,4.5,Ritual Dark Ale,8.5,24550
404045,694,Tröegs Brewing Company,1233450975,4.0,4.0,3.5,drunkmonk,American Porter,4.0,3.5,Tröegs Dead Reckoning Porter,5.4,12104
1154256,454,Arcadia Brewing Company,1217012537,4.5,4.0,4.0,plaid75,Rye Beer,4.0,4.5,Arcadia Sky High Rye,6.0,47210
1269954,203,Greene King / Morland Brewery,1070236305,3.5,1.0,3.0,feloniousmonk,English Pale Ale,2.5,2.0,Old Speckled Hen,5.2,637
105153,655,Boddingtons,1152667220,4.0,3.0,3.0,cdubb,English Pale Ale,4.5,4.0,Boddingtons Pub Ale,4.7,1798
1405871,1853,Sly Fox Brewing Company,1064701780,4.5,4.0,4.0,oberon,Scottish Ale,4.0,4.5,Burns' Scottish Ale,5.0,9363
358539,363,Big Time Brewery & Alehouse,1140742658,4.0,4.0,3.5,henrysunset,American IPA,4.5,4.0,Bhagwan's Best IPA,5.0,949
1017962,2470,The Brew Kettle Taproom & Smokehouse / Production Works,1307823411,3.5,3.0,3.0,Jeffo,American Double / Imperial Stout,3.0,4.0,Tunguska,10.8,59155
173716,94,Long Trail Brewing Co.,1297553178,4.5,3.5,3.5,JerzDevl2000,Altbier,4.0,4.0,Double Bag,7.2,273
587847,1549,Goose Island Beer Co.,1168659250,4.0,4.5,4.0,akorsak,American Double / Imperial IPA,4.5,4.5,Imperial IPA,9.0,14366
1016152,178,J.W. Lees & Co (Brewers) Ltd,1094532224,4.5,4.5,4.5,Rio,English Barleywine,4.5,4.5,J.W. Lees Vintage Harvest Ale,11.5,705
585980,16878,Marshall Brewing Company,1251595008,4.5,4.0,3.5,russpowell,American IPA,4.0,4.0,Atlas India Pale Ale,6.5,44331
500232,132,Rogue Ales,1036601353,3.5,4.5,4.0,dolem98,American Barleywine,5.0,4.0,XS Old Crustacean,11.5,2965
173017,221,Desnoes & Geddes Limited,1297661542,5.0,3.0,3.0,DCon,American Adjunct Lager,2.5,4.0,Red Stripe Jamaican Lager,4.7,689
927779,287,"Bell's Brewery, Inc.",1193184893,4.0,3.5,4.0,Neehan,American Double / Imperial Stout,3.5,4.5,Bell's Java Stout,7.5,2010
1251876,9792,Natty Greene's Pub & Brewing Co.,1263575564,3.5,3.5,4.0,Kegatron,American Amber / Red Ale,4.0,3.5,Buckshot Amber Ale,4.9,19165
491502,132,Rogue Ales,1203214266,4.0,3.0,4.0,HopWallop,Chile Beer,4.0,3.0,Chipotle Ale,5.5,354
999328,10707,Trader Joe's Brewing Company,1312586420,3.0,3.0,3.5,Morey,Czech Pilsener,3.5,3.0,Trader Joe's Bohemian Lager,5.0,21614
1568952,13947,High & Mighty Beer Co.,1220581684,3.0,3.5,3.5,SFLpunk,American Pale Lager,4.0,3.5,Purity Of Essence,5.4,43742
1007271,637,Brasserie Dupont sprl,1284786659,4.5,4.5,5.0,rudzud,Saison / Farmhouse Ale,4.0,4.5,Bière De Miel Biologique,8.0,1715
1240707,209,Guinness Ltd.,1236794369,4.5,4.0,4.5,Strand,Irish Red Ale,4.0,4.5,Smithwick's,4.5,29602
342558,207,Brasserie de Rochefort,1324063155,4.0,4.5,3.5,fx20736,Belgian Strong Dark Ale,3.0,4.0,Trappistes Rochefort 6,7.5,3842
442758,16333,Tallgrass Brewing Company,1321164959,4.0,4.0,4.5,feloniousmonk,Tripel,4.0,4.0,Velvet Rooster,8.5,74900
345879,2428,Brasserie Caulier,1193655026,4.5,4.5,4.5,thierrynantes,Belgian Strong Dark Ale,4.5,4.5,Bon-Secours Brune,8.0,9098
1349791,450,Yards Brewing Co.,1273120711,4.0,4.0,3.5,kshankar,Herbed / Spiced Beer,4.0,4.0,Poor Richard's Tavern Spruce Ale,5.0,26892
168390,610,Bear Republic Brewing Co.,1121273713,4.0,4.0,4.5,Boilermaker88,American IPA,3.5,3.5,Racer 5 India Pale Ale,7.0,2751
183786,396,AleSmith Brewing Company,1304793919,4.0,4.0,3.5,iguenard,American Pale Ale (APA),4.5,4.0,AleSmith X,5.0,1370
975484,470,Abbaye de Leffe S.A.,1212624025,4.5,3.5,4.0,PiecefulToker,Belgian Pale Ale,4.0,4.0,Leffe Blonde,6.6,2137
1416948,139,Shipyard Brewing Co.,1303259920,3.0,3.0,3.5,DrinkingDrake,English India Pale Ale (IPA),3.0,3.5,Shipyard IPA,5.8,693
1031443,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1069292123,4.5,4.5,5.0,rkhaze,Doppelbock,4.5,4.5,Ayinger Celebrator Doppelbock,6.7,131
623836,10097,Harpoon Brewery,1245824960,4.0,4.0,2.5,LestatSabastian,Fruit / Vegetable Beer,3.5,4.0,UFO Raspberry Hefeweizen,5.1,28672
1524021,45,Brooklyn Brewery,1312331122,3.5,4.0,3.5,kylehay2004,English Pale Ale,2.5,4.0,Brooklyn Summer Ale,5.0,32631
1258456,112,North Coast Brewing Co.,1102221402,4.5,4.0,4.0,Troyone,American IPA,4.5,4.0,ACME California IPA,6.5,403
389342,3,Abita Brewing Co.,1226638689,4.0,3.5,4.5,ballewblake,American IPA,4.0,4.0,Jockamo IPA,6.5,39390
556297,467,Summit Brewing Company,1265499809,4.0,3.5,4.0,kindestcut,American Amber / Red Ale,4.0,4.0,Summit Horizon Red Ale,5.7,49279
1035401,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1213712331,4.0,3.5,3.5,mdagnew,Dortmunder / Export Lager,3.5,4.0,Ayinger Jahrhundert Bier,5.5,133
1481437,124,Paulaner Brauerei GmbH & Co. KG,1220121986,4.0,3.5,4.0,nrbw23,Märzen / Oktoberfest,4.0,4.0,Paulaner Oktoberfest-Märzen,6.0,386
1042910,4048,Mt. Begbie Brewing Co.,1287461148,4.0,4.0,3.5,northyorksammy,American IPA,3.5,4.0,Nasty Habit India Pale Ale,6.0,55875
620169,10097,Harpoon Brewery,1194232259,3.5,3.5,3.0,CHADMC3,Winter Warmer,3.0,3.5,Harpoon Winter Warmer,5.5,310
1125458,105,Miller Brewing Co.,1035580886,2.5,2.5,2.5,ElGuapo,American Adjunct Lager,2.5,3.0,Miller High Life,5.0,580
1350199,7944,Ridgeway Brewing,1131758776,4.0,3.5,3.5,ADR,Foreign / Export Stout,3.5,3.0,Lump Of Coal,8.0,20905
1175349,10099,Dogfish Head Brewery,1076038342,3.5,4.5,3.5,Bierguy5,American Double / Imperial IPA,4.0,4.0,90 Minute IPA,9.0,2093
22287,1199,Founders Brewing Company,1226528773,4.5,4.5,4.5,Monkeyknife,American Double / Imperial Stout,4.5,4.5,Founders Breakfast Stout,8.3,11757
163647,610,Bear Republic Brewing Co.,1264297970,4.0,4.0,4.5,nhopkin,Rye Beer,4.0,4.0,Hop Rod Rye,8.0,3158
326315,447,Pabst Brewing Company,1169571426,4.0,3.5,3.0,veech,American Adjunct Lager,3.5,3.5,Stroh's,4.6,1330
1419829,738,Brasserie Fantôme,1141335484,4.5,2.5,4.5,oberon,Saison / Farmhouse Ale,4.5,4.0,Fantôme Saison D'Erezée - Hiver,8.0,7978
1187283,10099,Dogfish Head Brewery,1285912203,4.0,4.0,3.5,mmva321,Herbed / Spiced Beer,4.5,3.5,Midas Touch Golden Elixir,9.0,1587
159824,3818,Southern Tier Brewing Company,1193716213,4.0,4.0,4.0,sawbones420,American IPA,4.0,4.5,IPA (India Pale Ale),7.3,9088
1124020,1339,De Leyerth Brouwerijen (Urthel),1183065328,3.5,4.0,4.5,cjgator3,Belgian Strong Dark Ale,4.0,4.0,Urthel Vlaemse Bock,7.5,27186
692725,252,Bayerische Staatsbrauerei Weihenstephan,1280771724,5.0,5.0,4.5,leokbelo,Hefeweizen,5.0,4.5,Weihenstephaner Hefeweissbier,5.4,731
1218012,4,Allagash Brewing Company,1048366954,4.5,4.0,4.5,TheLongBeachBum,Witbier,4.0,4.0,Allagash White,5.2,59
211667,22051,Odonata Beer Company,1280108183,4.0,4.0,3.0,Ghenna,Saison / Farmhouse Ale,4.5,4.5,Saison (Bottle),6.4,59216
257204,4051,Mammoth Brewing Company,1323143335,4.0,4.5,4.0,mjyoung,American Double / Imperial Stout,4.5,4.0,2010 Bluesapalooza,9.0,61367
312126,35,Boston Beer Company (Samuel Adams),1067492820,4.0,3.5,3.5,HCYJ,Milk / Sweet Stout,3.5,4.0,Samuel Adams Cream Stout,4.9,1879
975956,8768,Greenpoint Beerworks / Kelso of Brooklyn,1303944572,4.0,4.0,4.0,Fikash,American IPA,4.0,4.0,Kelso IPA,6.0,57400
46591,1,"Plzensky Prazdroj, a. s.",1158619722,3.0,3.0,3.5,sockeye101,Czech Pilsener,3.5,3.0,Pilsner Urquell,4.4,429
815566,99,Matt Brewing Company,1205904370,4.0,4.0,4.0,Jason,Bock,4.0,4.0,Saranac Black Diamond Bock,6.0,34304
642907,30,Avery Brewing Company,1246816906,4.0,4.0,4.5,webmanspidey,American Double / Imperial IPA,4.0,4.0,Maharaja,10.3,22352
1547344,345,Victory Brewing Company,1089545651,4.0,4.0,4.5,goindownsouth,English Dark Mild Ale,4.0,4.0,Victory Dark Mild,3.5,17793
1464453,96,Magic Hat Brewing Company,1248712439,4.0,4.0,3.0,rfgetz,Fruit / Vegetable Beer,3.5,4.0,#9,5.1,299
1008701,555,Feldschlösschen Beverages Group,1280514661,2.5,2.5,2.5,eduardolinhalis,Euro Pale Lager,2.5,2.5,Cardinal Original Draft,4.9,54213
1097512,418,Left Hand Brewing Company,1206770470,4.0,4.0,4.0,rye726,Winter Warmer,4.0,4.0,XXXmas Ale,8.6,7782
1394140,828,Brouwerij Oud Beersel,1303574304,4.0,4.0,4.0,NilsFrisk,Gueuze,3.0,3.5,Oud Beersel Oude Geuze Vieille,6.0,2595
18443,1199,Founders Brewing Company,1239150212,4.0,3.5,4.0,tburkhart,Fruit / Vegetable Beer,4.0,3.5,Founders Cerise,6.5,48911
469070,392,Weyerbacher Brewing Co.,1288273032,4.0,3.5,2.5,chaz410,American IPA,4.0,3.5,Harvest Ale,6.2,44888
869836,147,Stone Brewing Co.,1290224027,4.5,4.5,4.5,dogfishandi,American Strong Ale,4.5,4.5,Arrogant Bastard Ale,7.2,92
1528473,45,Brooklyn Brewery,1162852771,5.0,5.0,5.0,nortmand,Russian Imperial Stout,5.0,5.0,Brooklyn Black Chocolate Stout,10.0,680
470023,392,Weyerbacher Brewing Co.,1227638204,4.0,4.0,4.0,paulthebeerguru,Winter Warmer,4.0,4.0,Winter Ale,5.6,1591
1110907,14718,The Brew Keeper,1277256598,4.0,4.0,4.0,Mora2000,American Barleywine,4.0,4.0,Mad Brewer Divine Intervention,11.0,59486
688410,252,Bayerische Staatsbrauerei Weihenstephan,1320617035,4.5,3.5,4.0,mdfb79,Kristalweizen,4.0,4.0,Weihenstephaner Kristallweissbier,5.4,760
280829,35,Boston Beer Company (Samuel Adams),1224031009,3.5,4.5,4.0,CampusCrew,Vienna Lager,4.0,3.5,Samuel Adams Boston Lager,4.9,104
1518652,735,21st Amendment Brewery,1298747742,4.0,4.0,4.0,buschbeer,American Black Ale,4.0,3.5,Back In Black,6.8,46070
408523,694,Tröegs Brewing Company,1315356373,3.5,4.0,4.5,rapidsequence,American IPA,4.0,3.5,Tröegs Perpetual IPA,7.5,71969
1060446,393,Heavyweight Brewing Co.,1114654008,3.0,4.5,3.5,guinness33,English Barleywine,3.5,3.0,Old Salty Barleywine 2004,,20543
894536,147,Stone Brewing Co.,1243989079,4.5,4.0,4.5,bgjohnston,American Strong Ale,4.0,4.5,Oaked Arrogant Bastard Ale,7.2,8951
866477,127,Portland Brewing Company,1086198505,3.5,3.5,4.0,ark57,Tripel,3.5,3.0,MacTarnahan's Gran Luxe Tripel Ale,9.3,10309
1151695,454,Arcadia Brewing Company,1312330904,4.0,5.0,4.0,camil1mj,Baltic Porter,4.0,4.5,Bourbon Barrel Aged Shipwreck Porter,12.0,65809
1579898,13605,Le Trou Du Diable,1300338628,4.0,4.5,4.5,Yoonisaykul,American IPA,3.5,4.0,La Morsure,6.5,37084
793500,579,Kona Brewing Co.,1224976529,4.0,4.5,4.0,ReggieGrip,American Pale Lager,5.0,4.5,Longboard Island Lager,4.6,5328
442659,16333,Tallgrass Brewing Company,1318803182,4.0,3.5,4.0,Jayli,Milk / Sweet Stout,3.5,4.0,Tallgrass Buffalo Sweat,5.0,54413
728240,2974,Radeberger Exportbierbrauerei,1219703761,4.0,3.5,3.5,beerthulhu,German Pilsener,4.0,4.0,Radeberger Pilsner,4.8,799
272053,68,Flying Dog Brewery,1190815026,3.5,3.5,3.0,bradley0114,Witbier,4.0,3.5,Woody Creek White,4.8,37014
1457694,2681,Oskar Blues Grill & Brew,1208983470,5.0,4.0,4.0,BeerBelcher,Russian Imperial Stout,3.0,4.0,Ten FIDY,10.5,34483
1257500,112,North Coast Brewing Co.,1160534370,4.0,3.5,3.5,macster,Irish Dry Stout,3.0,3.5,Old #38 Stout,5.6,408
1189915,10099,Dogfish Head Brewery,1113173405,2.5,2.0,3.5,santoslhalper,American IPA,4.0,3.5,ApriHop,7.0,3951
50472,394,Stoudts Brewing Co.,1187554864,4.0,4.0,4.0,dbatch,German Pilsener,3.5,4.0,Stoudts Pils,5.4,5411
129553,31,Brauerei Pinkus Mueller,1312820557,3.5,4.0,3.5,drabmuh,German Pilsener,3.5,4.0,Organic Ur Pils,5.2,81
1577801,16759,Southern Star Brewing Company,1274755628,3.0,3.5,5.0,Keffa,American Blonde Ale,4.5,3.0,Bombshell Blonde,5.25,45576
235066,1628,Southampton Publick House,1243560088,3.5,3.0,3.5,Reaper16,American IPA,3.0,1.5,Southampton IPA,6.5,8312
474362,392,Weyerbacher Brewing Co.,1269024360,4.5,4.0,4.0,BZero007,Russian Imperial Stout,4.5,4.0,Heresy,8.0,18198
237836,14598,Dead Frog Brewing,1293591577,3.0,3.5,3.5,elricorico,Winter Warmer,3.0,3.0,Christmas Beeracle,5.0,63861
680190,741,"Lakefront Brewery, Inc.",1197961277,4.5,4.0,4.0,jeffmonarch,American Stout,4.5,4.5,Fuel Cafe (Coffee Flavored Stout),5.93,2870
1339259,26,Three Floyds Brewing Co. & Brewpub,1114605003,4.5,4.5,4.5,Vancer,American Pale Ale (APA),4.0,4.0,Alpha King Pale Ale,6.0,39
584351,360,Warsteiner Brauerei,1200806304,4.0,4.0,4.0,jdmorgan,German Pilsener,4.0,3.5,Warsteiner Premium Verum,4.8,935
1025932,17088,"Robson's, Shongweni Brewery",1270928504,1.5,2.0,3.0,DerBayer,American Pale Ale (APA),2.5,1.0,Robson's Durban Pale Ale,5.7,42907
675249,11036,Foothills Brewing Company,1323557873,3.0,3.0,4.5,pollox87,Russian Imperial Stout,4.0,2.5,Sexual Chocolate,9.75,35284
1444942,63,Deschutes Brewery,1256011340,4.0,3.5,4.0,ClockworkOrange,American Pale Ale (APA),3.5,4.0,Mirror Pond Pale Ale,5.0,195
1384435,2454,Thomas Creek Brewery,1256050443,3.5,3.0,3.0,BuckeyeNation,Herbed / Spiced Beer,3.5,3.5,OBP Squared (Orange Blossom Pilsner Squared),11.0,41339
1187700,10099,Dogfish Head Brewery,1236392341,2.0,3.0,3.5,bakeller,Herbed / Spiced Beer,2.5,2.0,Midas Touch Golden Elixir,9.0,1587
911109,764,Blue Point Brewing Company,1204933187,3.5,3.5,4.0,EStreet20,Vienna Lager,3.5,3.0,Blue Point Toasted Lager,5.3,2318
1398886,22951,Clown Shoes,1295826192,2.5,4.5,4.0,Another6Pack,American Porter,2.5,3.0,Pecan Pie Porter,7.0,63425
632448,14225,Manav Breweries Pvt. Ltd.,1173562082,4.0,3.0,4.0,ChainGangGuy,Euro Strong Lager,4.0,3.0,India Special Reserve Beer,6.0,31883
1416495,139,Shipyard Brewing Co.,1198949295,3.5,3.5,3.5,deltatauhobbit,American Pale Ale (APA),3.5,3.5,Chamberlain Pale Ale,4.9,1382
704502,378,Atlantic Brewing Company,1286934865,3.0,3.0,4.5,snowranger05,English Barleywine,2.5,2.0,Manly Men Beer Club Sea Smoke,7.7,58795
1268108,112,North Coast Brewing Co.,1318450789,5.0,5.0,4.0,oline73,Russian Imperial Stout,4.5,5.0,Old Rasputin XI,11.6,46376
1077351,119,Otter Creek Brewing / Wolaver's,1250172489,3.0,5.0,4.0,jgasparine,American Double / Imperial IPA,4.0,4.0,Otter Creek Imperial India Pale Ale,11.0,49621
283822,35,Boston Beer Company (Samuel Adams),1154316917,3.0,2.0,4.5,beerwho,American Pale Wheat Ale,3.0,2.5,Samuel Adams Hefeweizen,5.4,15216
944433,287,"Bell's Brewery, Inc.",1307322655,3.0,3.0,3.0,McNealc31,American Pale Wheat Ale,3.0,3.0,Bell's Oberon Ale,5.8,1094
1008785,16534,Renaissance Brewing,1319740630,4.5,4.0,3.5,MattyV,Scotch Ale / Wee Heavy,3.5,4.0,Stonecutter,7.0,40979
104240,24300,Evil Twin Brewing,1311715526,4.0,4.0,3.0,Mississipping,American Double / Imperial Stout,4.0,4.0,Evil Twin Soft Dookie,10.4,63867
837973,5316,Full Sail Brewery & Tasting Room & Pub,1217020647,3.5,3.5,3.5,Overlord,American IPA,3.5,3.5,Full Sail IPA,6.0,942
1293564,565,Michigan Brewing Company,1052074480,3.0,4.5,4.0,Mitchster,American IPA,4.5,4.0,Michigan Brewing High Seas India Pale Ale,7.2,1505
266381,68,Flying Dog Brewery,1252719184,3.0,3.0,3.5,jwarren2388,California Common / Steam Beer,3.0,3.5,Old Scratch Amber Lager,5.5,204
403348,694,Tröegs Brewing Company,1230393033,3.0,4.0,4.0,UDbeernut,Belgian Strong Dark Ale,3.0,4.0,Tröegs Mad Elf,11.0,7531
1211394,898,Heavy Seas Beer,1321679522,4.5,4.5,3.5,DoubleSimcoe,Pumpkin Ale,4.0,4.5,Heavy Seas - The Great'er Pumpkin,9.0,60505
1452927,412,Kulmbacher Brauerei AG,1169781416,4.5,3.5,3.5,Byeast,Schwarzbier,3.5,3.5,Mönchshof Schwarzbier,4.9,2409
1576878,16759,Southern Star Brewing Company,1300669289,4.0,4.5,4.5,champ103,American Double / Imperial Stout,4.0,4.0,Anvil Bourbon Buried Hatchet,,67388
974709,470,Abbaye de Leffe S.A.,1196827285,3.5,4.0,3.5,Freshie,Tripel,3.5,3.5,Leffe Tripel,8.5,1358
211661,22051,Odonata Beer Company,1281468504,4.5,4.0,4.0,mothman,Saison / Farmhouse Ale,4.5,4.0,Saison (Bottle),6.4,59216
851979,417,August Schell Brewing Company,1247161913,3.0,2.0,4.0,docfootdude,English Stout,3.0,3.0,Stout,5.0,41862
418663,73,Great Lakes Brewing Company,1214788488,2.0,4.5,4.5,Yesac,Russian Imperial Stout,3.0,2.5,Great Lakes Blackout Stout,9.0,15813
372940,22,Unibroue,1297632336,4.0,4.0,3.5,mpyle,Tripel,4.0,4.5,La Fin Du Monde,9.0,34
662270,3120,Alpine Beer Company,1306438186,4.5,4.5,4.5,badboyrsl84,American IPA,4.5,4.5,Duet IPA,7.0,27604
987677,12142,Williams Brothers Brewing Company,1199234425,3.5,4.0,4.0,macpapi,Scottish Gruit / Ancient Herbed Ale,3.5,3.5,Alba Scots Pine Ale,7.5,243
20878,1199,Founders Brewing Company,1280433857,2.0,3.0,3.5,livewire78,American IPA,4.0,2.5,Founders Harvest Ale,6.5,20478
671824,741,"Lakefront Brewery, Inc.",1244686363,3.5,3.5,3.5,BierFan,Czech Pilsener,3.5,4.0,Klisch Pilsner Beer,5.42,2221
60873,16866,The Bruery,1292556900,4.5,4.0,4.0,branko7,Rye Beer,4.5,5.0,Rugbrød,8.0,53132
1115207,141,Smuttynose Brewing Company,1211082637,4.0,4.5,4.0,RixBeer,American Double / Imperial IPA,4.0,5.0,Smuttynose Big A IPA (Big Beer Series),9.6,4394
1309835,29,Anheuser-Busch,1250644319,1.5,2.0,2.0,Steelcurtain,American Adjunct Lager,1.5,1.5,Budweiser,5.0,65
1282282,335,New Holland Brewing Company,1255898964,3.0,3.0,3.5,becktone,Saison / Farmhouse Ale,3.5,3.0,Golden Cap,6.25,44050
1215749,708,F&M Brewery,1322800819,4.0,4.0,3.5,liamt07,American Double / Imperial Stout,3.5,4.0,"StoneHammer ""Two-Lumps"" Imperial Coffee Stout",8.0,75901
1117897,141,Smuttynose Brewing Company,1199143879,5.0,4.5,4.5,happybear,American IPA,5.0,5.0,"Smuttynose IPA ""Finest Kind""",6.9,16403
81217,140,Sierra Nevada Brewing Co.,1275007092,3.5,3.5,4.0,WJVII,Czech Pilsener,3.5,3.0,Sierra Nevada Summerfest Lager,5.0,3558
1279958,224,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,1246924819,3.0,2.5,2.5,BeerFMAndy,German Pilsener,2.5,2.5,St. Pauli Girl,4.9,700
660091,3120,Alpine Beer Company,1280087800,4.5,4.5,3.5,Phelps,American IPA,4.5,4.0,Nelson,7.1,32286
1467096,96,Magic Hat Brewing Company,1186410849,4.0,3.5,3.5,plaid75,American Pale Ale (APA),3.5,3.5,Single Chair Ale,5.0,2374
568316,766,Heartland Brewery Union Square,1194979485,3.5,3.5,3.5,sleazo,Pumpkin Ale,3.5,3.5,Heartland Brewery Smiling Pumpkin Ale,,10297
912198,553,Bierbrouwerij Sint Christoffel B.V,1080525316,4.0,4.0,3.5,oberon,Euro Pale Lager,4.0,4.0,Christoffel Bier,6.0,2008
1384713,2454,Thomas Creek Brewery,1251015733,4.0,4.0,3.5,Arbitrator,American Double / Imperial IPA,4.0,4.5,Thomas Creek Up The Creek,12.5,37117
1390368,1313,Lucky Labrador Brewing Company,1255051318,4.0,3.0,5.0,sprucetip,Foreign / Export Stout,4.0,4.0,Black Lab Stout,6.5,6209
602725,2587,The Grizzly Paw Brewing Company,1242252097,3.0,3.0,3.0,biboergosum,German Pilsener,3.0,2.5,Powder Hound Pilsner,4.5,28529
1426571,159,Burton Bridge Brewery,1234205563,3.0,4.0,3.5,TurdFurgison,Old Ale,4.0,3.0,Thomas Sykes Old Ale,10.0,14264
696344,130,Boulder Beer / Wilderness Pub,1154907652,4.5,4.5,4.0,Mdog,American IPA,4.0,4.0,Mojo IPA,7.2,12322
670996,651,Ithaca Beer Company,1220063885,3.0,3.5,4.0,Gueuzedude,American Amber / Red Ale,3.0,3.5,Cascazilla,7.0,18721
772444,42,Brewery Ommegang,1111947855,4.5,4.0,5.0,ypsifly,Belgian Pale Ale,4.0,3.5,Rare Vos (Amber Ale),6.5,593
49864,394,Stoudts Brewing Co.,1227148938,3.5,4.5,4.0,danielharper,Maibock / Helles Bock,3.5,4.0,Stoudt's Blonde Double MaiBock,7.0,9906
1542754,345,Victory Brewing Company,1238971698,3.5,4.5,4.0,BeardedBoffin,Quadrupel (Quad),4.0,4.0,V-Twelve,12.0,8998
420518,73,Great Lakes Brewing Company,1312600905,4.0,3.5,4.5,NittanyBeerFan,Doppelbock,4.5,4.0,Great Lakes The Doppelrock,7.8,63562
1498137,403,"Pyramid Breweries, Inc.",1184719749,3.0,2.0,2.5,iuhophead87,American Pale Wheat Ale,2.5,2.0,Haywire Hefeweizen,5.2,1237
447867,590,New Glarus Brewing Company,1211769884,4.0,4.0,4.5,gkatsoris,Fruit / Vegetable Beer,5.0,4.5,Raspberry Tart,4.0,1585
935150,287,"Bell's Brewery, Inc.",1089612236,5.0,4.5,4.0,mentor,American IPA,4.0,5.0,Two Hearted Ale,7.0,1093
209337,192,New Belgium Brewing,1101936694,4.5,4.0,4.0,GClarkage,Belgian Pale Ale,4.0,4.0,Loft,4.0,5170
371480,22,Unibroue,1226463804,4.5,5.0,4.0,matt7215,Tripel,4.5,5.0,La Fin Du Monde,9.0,34
362427,4317,Six Rivers Brewery,1241408607,3.5,3.0,3.5,Magpie14,American Porter,3.5,3.0,Moonstone Porter,6.0,29500
1518796,735,21st Amendment Brewery,1287436391,4.0,4.0,4.5,JDH2000,American Black Ale,4.0,4.5,Back In Black,6.8,46070
68982,22035,The Big Cheese Pizza Co.,1301938019,4.0,3.5,3.5,womencantsail,Maibock / Helles Bock,4.0,3.5,Spiced Maibock,6.3,67776
203618,192,New Belgium Brewing,1170491225,3.5,4.0,4.0,isaac,Belgian Dark Ale,4.0,3.5,1554 Enlightened Black Ale,5.6,1914
1273316,150,"Lion Brewery, Inc.",1296446934,4.5,3.0,3.0,Buggies,American Adjunct Lager,3.0,3.5,Lionshead Pilsner,4.5,5412
1070967,2137,Breckenridge Brewery,1294189132,3.5,3.0,3.5,radioscooter,Winter Warmer,3.0,3.0,Christmas Ale 2010,,64932
1331290,26,Three Floyds Brewing Co. & Brewpub,1317168578,5.0,4.5,4.5,coreyfmcdonald,Russian Imperial Stout,4.5,5.0,Bourbon Barrel Aged Dark Lord (Pappy Van Winkle),15.0,70380
1558972,345,Victory Brewing Company,1086718055,4.0,4.5,4.0,meathookjones,American Barleywine,4.5,4.5,Old Horizontal,11.0,1009
249490,215,Bières de Chimay S.A.,1245670654,4.0,4.5,4.5,Stavage,Tripel,4.5,4.5,Chimay Tripel (White),8.0,1346
246304,607,High Point Brewing Company,1037897162,4.5,4.5,4.5,DavidW,Weizenbock,4.5,4.5,Ramstein Winter Wheat,9.5,2743
1110062,1464,Elevator Brewery & Draught Haus,1026405691,4.0,4.0,4.0,Wildman,Hefeweizen,3.5,3.5,Elevator Hefe Wiezen,,4893
781059,13014,Surly Brewing Company,1289694749,4.5,4.0,4.0,Lazerlobe,American Brown Ale,4.0,3.5,Coffee Bender,5.1,30764
920370,1837,Buckeye Brewing Company,1142984830,4.0,4.0,4.0,clvand0,Märzen / Oktoberfest,4.0,4.0,Martian Marzen Lager,,5247
1360957,220,Lagunitas Brewing Company,1300062289,3.5,3.5,3.5,BeerFMAndy,American Strong Ale,3.5,3.5,Hairy Eyeball Ale,9.0,2533
455548,16790,Brouwerij De Dochter van de Korenaar,1280500184,5.0,4.5,4.0,OBeerMeGreatOne,Belgian Strong Dark Ale,4.5,4.5,Courage,8.0,57232
219636,158,Great Divide Brewing Company,1116983964,4.0,4.0,4.5,stegmakk,American IPA,4.0,5.0,Titan IPA,7.1,11922
1105573,784,Tyranena Brewing Company,1264827267,4.0,4.5,3.5,Jayli,American Brown Ale,4.0,4.5,Rocky's Revenge Bourbon Brown,6.0,20728
646611,30,Avery Brewing Company,1023571266,3.5,4.0,4.0,mattmaples,American IPA,3.5,3.5,India Pale Ale (IPA),6.5,2729
1494743,2437,Cervejarias Reunidas Skol-Caracu,1266663059,3.0,2.5,2.5,stcules,American Adjunct Lager,2.5,2.5,Skol,4.7,6393
